target,partner_name,days,lead_days,country_code,pickup_country_code,flight_type,pax
C,Scandinavian Airlines (SAS),4,10,SE,SE,Domestic,1
M,Travelstart,5,32,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),5,0,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,1,DK,FR,International,1
M,Scandinavian Airlines (SAS),4,10,NO,GB,International,1
M,Scandinavian Airlines (SAS),6,39,DK,ES,International,1
E,Scandinavian Airlines (SAS),2,1,SE,NO,International,1
M,TrenItalia,1,21,IT,IT,Domestic,1
E,Travelstart,1,2,ZA,ZA,Domestic,1
I,Lufthansa,4,222,DE,DE,Domestic,3
medium car,Lufthansa,5,12,DE,IT,International,1
C,Lufthansa,4,19,DE,DE,Domestic,2
E,Lufthansa,3,20,DE,GB,International,2
I,Lufthansa,4,3,DE,US,International,1
M,Travelstart,3,11,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),9,1,SE,US,International,3
S,Lufthansa,4,20,IT,DE,International,1
C,Lufthansa,5,7,DE,NO,International,1
C,Lufthansa,3,99,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),3,17,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),2,3,NO,NO,Domestic,2
C,Scandinavian Airlines (SAS),1,1,SE,SE,Domestic,1
medium car,Lufthansa,16,15,DE,US,International,1
C,Scandinavian Airlines (SAS),8,44,SE,IT,International,1
C,Scandinavian Airlines (SAS),3,84,NO,NO,Domestic,1
E,Travelstart,2,2,ZA,ZA,Domestic,1
E,Travelstart,11,38,ZA,ZA,Domestic,1
medium car,Scandinavian Airlines (SAS),1,13,NO,NO,Domestic,1
medium car,Lufthansa,3,6,SE,DE,International,1
I,Scandinavian Airlines (SAS),7,124,NO,ES,International,4
I,Scandinavian Airlines (SAS),7,229,SE,IT,International,1
E,Lufthansa,11,42,DE,US,International,1
M,Lufthansa,10,67,DE,IT,International,1
medium car,Scandinavian Airlines (SAS),13,53,US,DK,International,1
C,Lufthansa,6,19,US,DE,International,2
C,Lufthansa,9,15,DE,ES,International,1
C,Lufthansa,5,14,US,DK,International,1
E,Scandinavian Airlines (SAS),1,48,NO,NO,Domestic,1
E,Lufthansa,7,0,DE,US,International,1
I,Lufthansa,7,5,DE,GB,International,5
S,Scandinavian Airlines (SAS),15,95,NO,FR,International,3
I,Lufthansa,1,1,US,US,Domestic,1
I,Scandinavian Airlines (SAS),7,8,SE,ES,International,1
medium car,Scandinavian Airlines (SAS),10,1,DE,NO,International,2
S,Scandinavian Airlines (SAS),3,9,SE,SE,Domestic,2
F,Scandinavian Airlines (SAS),2,4,SE,NO,International,1
S,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),1,19,SE,SE,Domestic,2
I,Scandinavian Airlines (SAS),1,0,DK,ES,International,1
E,Scandinavian Airlines (SAS),2,4,SE,SE,Domestic,1
E,Travelstart,6,1,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),5,24,NO,GB,International,1
S,Scandinavian Airlines (SAS),6,34,SE,US,International,1
M,Scandinavian Airlines (SAS),13,2,NO,ES,International,1
C,Scandinavian Airlines (SAS),4,16,NO,NO,Domestic,1
F,Scandinavian Airlines (SAS),3,14,DK,DE,International,1
I,Scandinavian Airlines (SAS),22,19,NO,US,International,1
C,Scandinavian Airlines (SAS),4,5,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),2,3,SE,US,International,1
M,Lufthansa,3,2,DE,FR,International,1
F,Scandinavian Airlines (SAS),5,25,SE,US,International,1
C,Scandinavian Airlines (SAS),5,7,NO,GB,International,1
C,Lufthansa,1,8,DE,GB,International,1
C,Scandinavian Airlines (SAS),6,86,NO,SE,International,1
I,Scandinavian Airlines (SAS),1,28,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),3,12,DK,DE,International,1
E,Lufthansa,2,7,DE,DE,Domestic,1
C,Lufthansa,14,78,US,IT,International,2
E,Scandinavian Airlines (SAS),28,56,SE,ES,International,1
medium car,Scandinavian Airlines (SAS),21,16,NO,ES,International,3
C,Lufthansa,3,12,DE,DK,International,1
C,Lufthansa,7,43,GB,DE,International,4
E,FreeNow,2,4,DE,DE,Domestic,1
medium car,Scandinavian Airlines (SAS),9,72,SE,US,International,1
S,Lufthansa,14,17,DE,US,International,1
C,Lufthansa,1,7,DE,DE,Domestic,3
M,Lufthansa,1,24,DE,DE,Domestic,1
F,Lufthansa,4,3,US,DE,International,1
medium car,Lufthansa,6,2,US,ES,International,2
medium car,Scandinavian Airlines (SAS),6,9,DK,ES,International,2
E,Scandinavian Airlines (SAS),9,18,SE,SE,Domestic,1
M,TrenItalia,4,1,IT,IT,Domestic,1
S,Scandinavian Airlines (SAS),9,53,DK,US,International,2
C,Scandinavian Airlines (SAS),19,14,SE,ES,International,4
I,Scandinavian Airlines (SAS),9,70,SE,US,International,1
E,TrenItalia,1,34,IT,IT,Domestic,1
S,Lufthansa,33,7,US,DE,International,1
C,Lufthansa,18,61,US,DE,International,1
M,Travelstart,4,2,ZA,ZA,Domestic,1
M,Travelstart,6,3,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),8,13,SE,US,International,2
S,Scandinavian Airlines (SAS),12,0,SE,US,International,4
F,Lufthansa,20,13,DE,US,International,6
E,Scandinavian Airlines (SAS),3,54,US,IT,International,1
C,Scandinavian Airlines (SAS),3,3,SE,SE,Domestic,1
M,Scandinavian Airlines (SAS),1,14,SE,NO,International,1
E,Lufthansa,9,22,DE,ZA,International,2
E,Scandinavian Airlines (SAS),7,82,NO,ES,International,1
C,Lufthansa,10,13,CH,FR,International,2
M,Scandinavian Airlines (SAS),3,0,NO,DK,International,2
S,Scandinavian Airlines (SAS),4,5,US,SE,International,1
medium car,Lufthansa,13,52,NO,DE,International,2
E,Lufthansa,7,61,DE,ES,International,2
F,Scandinavian Airlines (SAS),2,1,GB,GB,Domestic,1
C,Scandinavian Airlines (SAS),2,31,DK,DE,International,1
C,Scandinavian Airlines (SAS),4,2,NO,NO,Domestic,1
medium car,Lufthansa,5,3,US,DK,International,1
C,Lufthansa,3,1,IT,DE,International,1
C,Scandinavian Airlines (SAS),1,7,NO,NO,Domestic,1
C,Lufthansa,5,13,SE,DE,International,2
M,TrenItalia,4,8,IT,IT,Domestic,1
M,Scandinavian Airlines (SAS),6,65,GB,NO,International,1
S,Lufthansa,18,30,DE,US,International,2
C,Lufthansa,4,4,DE,US,International,1
C,Scandinavian Airlines (SAS),1,1,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),3,1,SE,SE,Domestic,1
E,Travelstart,1,1,ZA,ZA,Domestic,1
medium car,Lufthansa,8,4,DE,GB,International,1
E,Scandinavian Airlines (SAS),3,1,SE,NO,International,1
I,TrenItalia,10,18,IT,IT,Domestic,1
medium car,Scandinavian Airlines (SAS),5,65,SE,NO,International,1
I,Lufthansa,35,204,DE,US,International,2
C,FreeNow,1,13,DE,DE,Domestic,1
E,Travelstart,3,20,ZA,ZA,Domestic,1
M,Scandinavian Airlines (SAS),2,17,GB,DE,International,1
E,Lufthansa,1,14,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),8,40,DK,US,International,1
M,Scandinavian Airlines (SAS),2,27,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),11,21,NO,US,International,1
C,Lufthansa,1,7,DE,DE,Domestic,2
E,Lufthansa,1,6,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),4,18,GB,DK,International,2
E,Lufthansa,14,120,DE,ES,International,2
S,Scandinavian Airlines (SAS),3,52,DK,US,International,1
C,Scandinavian Airlines (SAS),3,45,NO,NO,Domestic,1
medium car,Lufthansa,4,12,DK,IT,International,1
E,Travelstart,1,0,ZA,ZA,Domestic,1
C,Lufthansa,4,10,DE,SE,International,3
E,Lufthansa,5,3,IT,DE,International,2
I,Scandinavian Airlines (SAS),12,43,SE,US,International,1
S,Scandinavian Airlines (SAS),4,1,NO,IT,International,1
small car,Scandinavian Airlines (SAS),1,3,US,DK,International,3
C,Lufthansa,17,26,DE,US,International,1
C,Lufthansa,2,24,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),1,11,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),1,26,DK,SE,International,1
I,Scandinavian Airlines (SAS),6,19,DK,ES,International,1
C,Lufthansa,7,22,FR,DE,International,1
C,Lufthansa,2,23,FR,DE,International,1
F,Lufthansa,1,28,DE,DE,Domestic,1
M,Lufthansa,10,47,DE,FR,International,2
I,Scandinavian Airlines (SAS),8,36,US,DK,International,1
C,Lufthansa,1,54,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),2,3,NO,NO,Domestic,1
S,Lufthansa,14,241,DE,US,International,2
E,Scandinavian Airlines (SAS),9,17,SE,IT,International,1
M,Scandinavian Airlines (SAS),8,2,US,DE,International,1
F,Lufthansa,1,9,DE,DE,Domestic,2
E,Scandinavian Airlines (SAS),13,21,SE,ZA,International,1
C,Lufthansa,3,6,FR,DE,International,1
C,Scandinavian Airlines (SAS),3,10,GB,GB,Domestic,1
I,Scandinavian Airlines (SAS),9,1,SE,US,International,1
C,Scandinavian Airlines (SAS),21,2,US,NO,International,2
C,Scandinavian Airlines (SAS),1,3,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),8,2,SE,US,International,1
small car,Lufthansa,1,2,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),7,5,SE,ES,International,1
S,Scandinavian Airlines (SAS),5,10,NO,GB,International,1
C,Scandinavian Airlines (SAS),4,0,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),2,60,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),4,1,SE,DE,International,2
M,TrenItalia,1,3,IT,IT,Domestic,1
C,Lufthansa,3,2,DE,GB,International,2
I,Lufthansa,3,0,DE,IT,International,1
C,TrenItalia,4,8,IT,IT,Domestic,1
M,Lufthansa,4,10,DE,IT,International,1
M,Scandinavian Airlines (SAS),10,35,NO,ES,International,1
C,Lufthansa,4,26,DE,IT,International,1
C,Scandinavian Airlines (SAS),6,18,SE,IT,International,2
I,Lufthansa,29,154,DE,US,International,2
C,Scandinavian Airlines (SAS),3,12,SE,SE,Domestic,2
F,Scandinavian Airlines (SAS),4,34,DK,US,International,1
S,Scandinavian Airlines (SAS),22,35,NO,US,International,3
medium car,Lufthansa,2,0,DE,DE,Domestic,1
C,Travelstart,6,2,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),22,59,SE,US,International,1
F,Lufthansa,11,297,DE,US,International,2
C,Lufthansa,3,24,DE,DE,Domestic,1
M,Travelstart,3,28,ZA,ZA,Domestic,1
I,Lufthansa,4,5,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),6,25,SE,SE,Domestic,1
E,FreeNow,2,1,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),2,15,DK,IT,International,1
C,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),2,1,DK,SE,International,1
C,Scandinavian Airlines (SAS),3,244,NO,NO,Domestic,2
F,Scandinavian Airlines (SAS),7,124,SE,DE,International,1
medium car,Scandinavian Airlines (SAS),2,13,DK,NO,International,1
I,Scandinavian Airlines (SAS),3,2,DK,IT,International,1
E,Lufthansa,6,40,DE,IT,International,3
M,FreeNow,3,5,IT,IT,Domestic,1
medium car,Lufthansa,2,4,DE,DE,Domestic,1
C,Lufthansa,12,3,DE,ES,International,1
C,Lufthansa,3,21,DE,DE,Domestic,1
S,Scandinavian Airlines (SAS),7,26,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),2,8,SE,SE,Domestic,1
E,Travelstart,1,4,ZA,ZA,Domestic,1
F,Scandinavian Airlines (SAS),4,28,SE,DE,International,1
C,Lufthansa,10,27,DE,ES,International,1
M,Lufthansa,3,32,DE,DE,Domestic,1
medium car,FreeNow,3,6,DE,DE,Domestic,1
F,Lufthansa,7,182,DE,GB,International,1
E,Scandinavian Airlines (SAS),7,119,DK,FR,International,3
S,Lufthansa,8,2,FR,NO,International,2
medium car,Scandinavian Airlines (SAS),1,0,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,5,SE,SE,Domestic,1
M,Lufthansa,14,122,DE,ZA,International,1
M,Scandinavian Airlines (SAS),1,7,DK,DK,Domestic,1
C,Scandinavian Airlines (SAS),2,12,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),7,113,NO,DK,International,3
E,Lufthansa,7,25,GB,DE,International,1
E,Scandinavian Airlines (SAS),5,4,SE,ES,International,1
C,Scandinavian Airlines (SAS),1,30,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),2,5,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),6,12,NO,NO,Domestic,1
medium car,Lufthansa,13,175,US,DE,International,2
M,Travelstart,1,7,ZA,ZA,Domestic,1
C,Lufthansa,5,13,DE,GB,International,1
C,Scandinavian Airlines (SAS),3,6,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),4,8,SE,SE,Domestic,1
C,Lufthansa,1,29,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),4,26,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),5,72,SE,IT,International,1
C,Scandinavian Airlines (SAS),22,55,NO,US,International,3
C,Scandinavian Airlines (SAS),5,3,NO,GB,International,2
C,Lufthansa,1,10,DE,DE,Domestic,1
C,Lufthansa,2,2,GB,DE,International,1
I,Scandinavian Airlines (SAS),2,17,SE,US,International,1
E,Travelstart,6,24,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),6,28,SE,US,International,2
C,FreeNow,1,1,DE,DE,Domestic,1
C,Lufthansa,7,107,DE,GB,International,1
E,Scandinavian Airlines (SAS),6,1,SE,SE,Domestic,1
C,Lufthansa,4,7,SE,DE,International,2
C,Scandinavian Airlines (SAS),9,26,DK,FR,International,3
C,Lufthansa,14,7,DE,ES,International,1
I,Scandinavian Airlines (SAS),8,32,SE,US,International,2
M,TrenItalia,7,1,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),2,4,SE,SE,Domestic,1
medium car,Lufthansa,5,4,GB,DE,International,2
C,Lufthansa,12,26,DE,GB,International,3
I,Scandinavian Airlines (SAS),8,12,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),10,75,SE,US,International,4
E,Scandinavian Airlines (SAS),14,150,SE,IT,International,1
E,TrenItalia,3,4,IT,IT,Domestic,1
E,Travelstart,1,7,ZA,ZA,Domestic,1
M,TrenItalia,3,7,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),1,41,DK,SE,International,1
S,Scandinavian Airlines (SAS),7,82,NO,US,International,2
E,Lufthansa,5,21,DE,FR,International,1
medium car,Scandinavian Airlines (SAS),2,14,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),9,1,NO,ES,International,1
S,Scandinavian Airlines (SAS),3,35,SE,SE,Domestic,1
C,Lufthansa,4,4,GB,DE,International,1
F,Travelstart,7,8,ZA,ZA,Domestic,1
I,Lufthansa,5,44,DE,US,International,1
C,Scandinavian Airlines (SAS),2,37,NO,US,International,1
M,Scandinavian Airlines (SAS),5,3,SE,FR,International,2
medium car,Scandinavian Airlines (SAS),2,51,NO,DK,International,1
C,Scandinavian Airlines (SAS),13,9,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),11,158,DK,US,International,1
M,Travelstart,5,33,ZA,ZA,Domestic,1
E,Lufthansa,2,2,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),6,53,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),10,65,DK,US,International,2
E,Travelstart,5,19,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),6,2,DK,ES,International,1
C,Scandinavian Airlines (SAS),5,84,NO,NO,Domestic,1
C,Lufthansa,27,165,DE,US,International,2
C,FreeNow,2,0,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),7,8,SE,SE,Domestic,1
E,Travelstart,3,4,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,3,NO,NO,Domestic,1
M,TrenItalia,1,8,IT,IT,Domestic,1
medium car,Scandinavian Airlines (SAS),7,21,SE,US,International,2
M,TrenItalia,4,15,IT,IT,Domestic,1
M,Travelstart,2,0,ZA,ZA,Domestic,1
E,Lufthansa,5,51,DE,IT,International,1
E,Lufthansa,5,20,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),2,0,NO,NO,Domestic,1
E,Lufthansa,2,92,DE,DE,Domestic,1
F,Lufthansa,1,15,IT,DE,International,1
S,Scandinavian Airlines (SAS),7,101,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),4,9,DK,DK,Domestic,1
S,Scandinavian Airlines (SAS),4,6,NO,FR,International,4
C,Lufthansa,9,8,DK,IT,International,1
C,Scandinavian Airlines (SAS),10,45,DK,FR,International,3
large car,Lufthansa,41,137,DE,US,International,1
C,Scandinavian Airlines (SAS),1,12,NO,DK,International,1
M,Scandinavian Airlines (SAS),3,2,SE,SE,Domestic,1
M,Lufthansa,2,8,SE,DE,International,1
C,Lufthansa,5,13,DE,US,International,2
M,Lufthansa,9,53,DE,ES,International,2
M,Scandinavian Airlines (SAS),6,62,SE,IT,International,4
C,Scandinavian Airlines (SAS),4,11,SE,SE,Domestic,1
I,Lufthansa,7,7,CH,DE,International,1
S,Scandinavian Airlines (SAS),21,74,NO,US,International,1
F,Lufthansa,28,288,DE,US,International,2
S,Lufthansa,30,71,DE,US,International,4
I,Scandinavian Airlines (SAS),3,47,SE,US,International,1
I,Lufthansa,12,16,DE,US,International,5
C,Scandinavian Airlines (SAS),7,86,GB,US,International,1
C,Scandinavian Airlines (SAS),10,1,SE,ES,International,1
I,Scandinavian Airlines (SAS),14,17,NO,US,International,1
C,Scandinavian Airlines (SAS),4,191,SE,ES,International,1
E,Travelstart,2,1,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),4,75,SE,IT,International,1
M,FreeNow,1,1,DE,ZA,International,1
E,Travelstart,6,5,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),4,5,NO,US,International,1
E,Travelstart,4,1,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),6,40,SE,US,International,1
I,Scandinavian Airlines (SAS),12,23,SE,US,International,2
C,Lufthansa,3,9,DE,DE,Domestic,1
F,Scandinavian Airlines (SAS),6,2,NO,US,International,2
C,Scandinavian Airlines (SAS),1,10,SE,SE,Domestic,1
C,Lufthansa,7,43,US,DE,International,1
C,Scandinavian Airlines (SAS),14,0,SE,US,International,1
C,Scandinavian Airlines (SAS),1,21,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),13,25,DK,US,International,2
C,Scandinavian Airlines (SAS),2,11,NO,DK,International,1
E,Scandinavian Airlines (SAS),8,35,NO,IT,International,2
E,Scandinavian Airlines (SAS),2,5,SE,DE,International,1
E,Lufthansa,3,26,DE,NO,International,2
I,Scandinavian Airlines (SAS),6,1,SE,SE,Domestic,1
E,Travelstart,2,6,ZA,ZA,Domestic,1
I,TrenItalia,3,1,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),3,23,NO,DE,International,1
C,TrenItalia,2,1,IT,IT,Domestic,1
medium car,Scandinavian Airlines (SAS),10,163,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),4,7,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),8,15,NO,GB,International,4
C,Lufthansa,7,51,DE,ES,International,1
E,Scandinavian Airlines (SAS),7,18,DK,US,International,1
M,Lufthansa,6,19,DE,FR,International,2
C,Lufthansa,1,2,SE,DE,International,1
C,Scandinavian Airlines (SAS),19,25,DK,DK,Domestic,1
M,Travelstart,6,42,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),14,8,SE,ES,International,1
M,Scandinavian Airlines (SAS),1,6,NO,NO,Domestic,2
large car,Scandinavian Airlines (SAS),7,126,SE,US,International,2
I,Scandinavian Airlines (SAS),1,3,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),2,29,SE,SE,Domestic,1
I,Lufthansa,8,15,US,IT,International,3
small car,Lufthansa,4,3,DE,DE,Domestic,1
E,Lufthansa,8,332,DE,IT,International,2
I,Scandinavian Airlines (SAS),1,3,SE,SE,Domestic,1
C,Lufthansa,6,2,DE,US,International,1
I,Scandinavian Airlines (SAS),6,14,DK,US,International,1
E,Travelstart,4,8,ZA,ZA,Domestic,1
M,TrenItalia,8,8,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),2,8,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),4,3,SE,SE,Domestic,1
E,FreeNow,3,0,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),4,36,SE,SE,Domestic,1
C,Lufthansa,3,2,IT,DE,International,3
S,Scandinavian Airlines (SAS),3,8,NO,DK,International,2
C,Lufthansa,1,28,DE,IT,International,4
E,Lufthansa,9,92,DE,ES,International,1
C,Lufthansa,4,5,DE,ES,International,1
E,Scandinavian Airlines (SAS),21,267,DK,ES,International,2
E,Scandinavian Airlines (SAS),8,0,SE,IT,International,1
M,Lufthansa,15,75,DE,GB,International,2
C,Scandinavian Airlines (SAS),2,18,SE,NO,International,1
C,Scandinavian Airlines (SAS),4,21,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),14,90,US,SE,International,1
medium car,Scandinavian Airlines (SAS),5,7,NO,NO,Domestic,1
C,Lufthansa,1,3,DE,DE,Domestic,1
C,Lufthansa,3,26,GB,DE,International,1
C,Scandinavian Airlines (SAS),6,5,DK,FR,International,1
I,Lufthansa,4,10,GB,DE,International,2
M,FreeNow,1,2,DE,DE,Domestic,1
I,Lufthansa,4,77,GB,DE,International,2
I,Scandinavian Airlines (SAS),3,28,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),2,5,SE,SE,Domestic,2
E,Lufthansa,13,205,DE,IT,International,4
E,Scandinavian Airlines (SAS),1,2,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),1,5,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),3,15,SE,SE,Domestic,1
I,Lufthansa,8,56,DE,US,International,2
C,Lufthansa,2,46,GB,DE,International,2
large car,Scandinavian Airlines (SAS),3,9,SE,US,International,1
E,Lufthansa,5,30,DE,ES,International,2
I,Lufthansa,10,46,DE,US,International,1
C,Lufthansa,3,32,DE,SE,International,1
S,Scandinavian Airlines (SAS),3,1,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),2,3,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),6,12,SE,US,International,1
C,Lufthansa,3,4,IT,DE,International,1
I,Scandinavian Airlines (SAS),14,46,SE,US,International,1
medium car,Scandinavian Airlines (SAS),4,11,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),2,4,SE,SE,Domestic,1
M,Travelstart,3,7,ZA,ZA,Domestic,1
F,Scandinavian Airlines (SAS),17,12,SE,ES,International,1
I,Air Caraibes,16,252,FR,US,International,2
M,Scandinavian Airlines (SAS),12,51,GB,NO,International,2
E,TrenItalia,1,2,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),34,173,SE,SE,Domestic,1
C,Lufthansa,2,38,DE,IT,International,2
C,Lufthansa,2,19,DE,GB,International,1
M,Lufthansa,8,219,US,DE,International,2
E,Scandinavian Airlines (SAS),8,111,DK,ES,International,1
E,Lufthansa,14,23,DE,ZA,International,5
C,Scandinavian Airlines (SAS),4,8,SE,DK,International,1
M,Lufthansa,4,50,DE,ES,International,1
medium car,Lufthansa,4,5,DE,DE,Domestic,1
C,Lufthansa,2,18,DE,DE,Domestic,1
E,Lufthansa,10,27,DE,IT,International,2
C,Scandinavian Airlines (SAS),2,5,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),7,160,NO,IT,International,1
S,Scandinavian Airlines (SAS),11,211,SE,SE,Domestic,2
C,Scandinavian Airlines (SAS),6,234,DK,GB,International,1
M,Travelstart,1,1,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),10,16,NO,GB,International,2
S,Lufthansa,8,6,DE,NO,International,2
medium car,Scandinavian Airlines (SAS),3,3,NO,NO,Domestic,1
I,FreeNow,3,1,IT,IT,Domestic,1
F,Scandinavian Airlines (SAS),14,180,NO,IT,International,1
C,Lufthansa,9,7,IT,DE,International,3
E,Scandinavian Airlines (SAS),2,5,NO,NO,Domestic,1
E,Lufthansa,9,38,DE,IT,International,1
C,Scandinavian Airlines (SAS),2,7,NO,NO,Domestic,1
M,Lufthansa,8,200,DE,ES,International,2
M,Scandinavian Airlines (SAS),6,48,SE,ES,International,1
C,Lufthansa,3,3,DE,DE,Domestic,1
M,TrenItalia,1,8,IT,IT,Domestic,1
C,Lufthansa,4,18,DE,FR,International,1
F,Scandinavian Airlines (SAS),5,2,SE,US,International,1
medium car,Scandinavian Airlines (SAS),2,1,DK,GB,International,1
C,Scandinavian Airlines (SAS),9,47,SE,SE,Domestic,2
E,Lufthansa,4,54,IT,DE,International,1
medium car,Scandinavian Airlines (SAS),10,2,NO,IT,International,1
C,Scandinavian Airlines (SAS),4,4,NO,NO,Domestic,1
C,Lufthansa,2,3,SE,DE,International,1
C,Lufthansa,9,4,DE,FR,International,3
C,Lufthansa,2,0,DE,IT,International,1
C,Scandinavian Airlines (SAS),1,18,NO,NO,Domestic,1
C,Lufthansa,14,106,NO,IT,International,2
E,Scandinavian Airlines (SAS),3,9,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,13,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),1,26,SE,SE,Domestic,1
S,Lufthansa,4,6,CH,DE,International,1
C,Lufthansa,8,2,US,IT,International,2
I,Scandinavian Airlines (SAS),2,26,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),8,16,DK,ES,International,1
F,Lufthansa,14,13,DE,US,International,2
C,Lufthansa,4,1,DE,IT,International,1
C,Lufthansa,2,6,DE,ES,International,1
I,Lufthansa,62,6,DE,US,International,1
C,Scandinavian Airlines (SAS),29,2,SE,SE,Domestic,1
large car,Scandinavian Airlines (SAS),12,16,NO,US,International,2
C,Lufthansa,2,48,DE,DE,Domestic,2
large car,Lufthansa,14,57,DE,US,International,6
C,FreeNow,15,2,IT,IT,Domestic,1
F,Scandinavian Airlines (SAS),8,13,NO,US,International,1
C,Scandinavian Airlines (SAS),4,71,NO,ES,International,1
C,Lufthansa,7,35,DE,GB,International,2
E,Scandinavian Airlines (SAS),2,5,NO,DK,International,1
E,Scandinavian Airlines (SAS),10,75,DE,SE,International,2
C,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),12,156,DK,US,International,1
I,Lufthansa,17,180,DE,US,International,2
I,Scandinavian Airlines (SAS),8,23,DK,ES,International,1
medium car,Scandinavian Airlines (SAS),2,7,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),8,92,DK,FR,International,1
medium car,Scandinavian Airlines (SAS),8,14,NO,GB,International,1
F,Scandinavian Airlines (SAS),1,7,SE,DE,International,1
C,Lufthansa,4,38,DE,ES,International,2
I,Lufthansa,1,39,DE,DE,Domestic,1
C,Lufthansa,14,31,DE,NO,International,1
M,Lufthansa,7,41,DE,IT,International,2
C,Scandinavian Airlines (SAS),4,5,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),11,19,NO,ES,International,1
E,Travelstart,1,0,ZA,ZA,Domestic,1
large car,Scandinavian Airlines (SAS),26,10,NO,US,International,2
S,Scandinavian Airlines (SAS),9,16,SE,SE,Domestic,2
medium car,Lufthansa,1,11,DE,DE,Domestic,1
S,Scandinavian Airlines (SAS),3,13,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),9,245,SE,SE,Domestic,4
E,Scandinavian Airlines (SAS),12,139,DK,IT,International,3
