target,partner_name,days,lead_days,country_code,pickup_country_code,flight_type,pax
C,Scandinavian Airlines (SAS),8,0,GB,GB,Domestic,1
M,TrenItalia,7,11,IT,IT,Domestic,1
M,Lufthansa,2,23,DE,DE,Domestic,1
S,Scandinavian Airlines (SAS),14,140,NO,US,International,1
S,Scandinavian Airlines (SAS),6,4,NO,NO,Domestic,2
C,Scandinavian Airlines (SAS),3,60,SE,US,International,1
E,Scandinavian Airlines (SAS),2,7,NO,FR,International,1
C,Scandinavian Airlines (SAS),6,74,US,DK,International,6
M,Travelstart,3,11,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),8,44,DK,SE,International,2
medium car,Scandinavian Airlines (SAS),2,19,DK,SE,International,1
C,Scandinavian Airlines (SAS),3,16,NO,SE,International,2
E,Lufthansa,5,216,DE,FR,International,2
S,Scandinavian Airlines (SAS),5,206,SE,US,International,1
I,Scandinavian Airlines (SAS),14,10,SE,ES,International,1
F,Scandinavian Airlines (SAS),9,11,NO,US,International,1
C,Scandinavian Airlines (SAS),8,5,SE,ES,International,4
C,Scandinavian Airlines (SAS),1,1,SE,ES,International,1
F,Lufthansa,2,10,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),5,3,DK,GB,International,1
S,Lufthansa,11,93,SE,US,International,2
C,Scandinavian Airlines (SAS),3,5,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),5,35,NO,DE,International,1
medium car,Lufthansa,6,79,US,DE,International,1
I,Scandinavian Airlines (SAS),3,26,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),2,11,SE,DE,International,1
S,Scandinavian Airlines (SAS),1,2,NO,SE,International,2
C,Lufthansa,1,8,IT,FR,International,1
F,Lufthansa,1,0,DE,GB,International,1
M,Scandinavian Airlines (SAS),7,72,NO,DK,International,1
C,Scandinavian Airlines (SAS),52,30,US,SE,International,2
M,FreeNow,9,61,DE,IT,International,1
C,Scandinavian Airlines (SAS),6,2,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),6,41,SE,US,International,2
E,Lufthansa,4,8,SE,DE,International,1
C,Scandinavian Airlines (SAS),7,60,SE,SE,Domestic,1
F,Travelstart,2,20,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),6,2,DK,GB,International,1
C,Scandinavian Airlines (SAS),5,190,GB,DK,International,1
M,Lufthansa,3,5,DE,GB,International,1
C,Lufthansa,4,157,SE,DE,International,1
F,Lufthansa,2,1,IT,DE,International,1
S,Lufthansa,40,36,US,DE,International,1
E,Lufthansa,1,6,DE,DE,Domestic,2
E,Lufthansa,3,16,DE,US,International,1
C,Lufthansa,5,26,DE,DE,Domestic,1
E,Lufthansa,8,123,DE,SE,International,2
I,Lufthansa,6,45,SE,DE,International,2
F,Scandinavian Airlines (SAS),7,5,DE,DE,Domestic,1
C,Lufthansa,4,13,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),4,19,SE,GB,International,1
C,Lufthansa,3,14,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),4,96,SE,DK,International,3
C,Scandinavian Airlines (SAS),4,7,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),2,13,NO,NO,Domestic,1
I,Lufthansa,7,62,DE,DE,Domestic,1
E,Lufthansa,9,66,DE,SE,International,1
E,Lufthansa,2,30,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),1,8,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),7,124,DK,IT,International,1
I,Scandinavian Airlines (SAS),8,96,SE,IT,International,1
F,Scandinavian Airlines (SAS),2,11,NO,GB,International,1
M,Scandinavian Airlines (SAS),7,2,NO,ES,International,1
M,FreeNow,8,0,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),2,3,SE,SE,Domestic,1
M,Scandinavian Airlines (SAS),1,7,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),7,8,SE,ES,International,2
M,Scandinavian Airlines (SAS),7,13,DK,IT,International,1
E,Scandinavian Airlines (SAS),2,36,NO,NO,Domestic,1
C,Lufthansa,2,54,US,DE,International,1
E,Travelstart,4,106,ZA,ZA,Domestic,1
E,Travelstart,8,15,ZA,ZA,Domestic,1
E,Lufthansa,2,7,DE,ES,International,1
F,Lufthansa,6,7,DE,US,International,1
E,Travelstart,14,2,ZA,ZA,Domestic,1
F,Scandinavian Airlines (SAS),15,20,NO,ES,International,1
C,Scandinavian Airlines (SAS),5,42,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),12,35,SE,DE,International,1
C,Scandinavian Airlines (SAS),7,45,SE,ES,International,1
E,Lufthansa,2,1,DE,GB,International,3
F,Scandinavian Airlines (SAS),11,199,DE,SE,International,2
M,Scandinavian Airlines (SAS),7,85,NO,IT,International,2
E,Travelstart,3,1,GB,ZA,International,1
I,Scandinavian Airlines (SAS),14,195,DK,US,International,2
M,Travelstart,6,38,ZA,ZA,Domestic,1
small car,Lufthansa,6,44,DE,NO,International,1
E,Lufthansa,2,2,DE,ES,International,1
C,Scandinavian Airlines (SAS),9,3,SE,IT,International,4
C,Scandinavian Airlines (SAS),2,2,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),10,121,DK,NO,International,1
E,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),1,5,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,3,SE,SE,Domestic,2
C,Lufthansa,3,46,US,DE,International,2
F,Lufthansa,4,6,DE,DE,Domestic,1
M,TrenItalia,1,2,IT,IT,Domestic,1
medium car,Scandinavian Airlines (SAS),6,2,SE,US,International,3
S,Lufthansa,10,33,DE,GB,International,3
C,Scandinavian Airlines (SAS),10,11,SE,ES,International,1
C,Scandinavian Airlines (SAS),4,64,DE,SE,International,2
C,Scandinavian Airlines (SAS),1,37,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),4,17,SE,US,International,1
S,Scandinavian Airlines (SAS),2,11,NO,NO,Domestic,1
C,Travelstart,3,8,ZA,ZA,Domestic,1
E,Lufthansa,2,37,DE,DE,Domestic,1
large car,Scandinavian Airlines (SAS),16,30,US,SE,International,4
C,Scandinavian Airlines (SAS),10,13,SE,SE,Domestic,1
C,Lufthansa,2,23,DE,FR,International,1
medium car,Scandinavian Airlines (SAS),7,16,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),10,30,SE,IT,International,2
M,TrenItalia,12,28,IT,IT,Domestic,1
E,Travelstart,8,49,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),3,13,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),10,60,SE,US,International,1
C,TrenItalia,2,7,IT,IT,Domestic,1
E,Scandinavian Airlines (SAS),8,45,DK,FR,International,5
large car,Scandinavian Airlines (SAS),8,5,NO,US,International,1
medium car,Scandinavian Airlines (SAS),2,28,NO,NO,Domestic,2
M,Scandinavian Airlines (SAS),3,6,SE,DE,International,2
S,Lufthansa,1,8,DE,IT,International,2
C,Lufthansa,5,28,GB,DE,International,7
medium car,Lufthansa,11,70,GB,DE,International,2
F,Scandinavian Airlines (SAS),24,47,SE,US,International,1
C,Lufthansa,1,1,DE,DE,Domestic,1
M,Lufthansa,4,26,GB,DE,International,1
C,Lufthansa,5,17,DE,DE,Domestic,1
M,Lufthansa,3,6,IT,DE,International,1
I,Lufthansa,17,98,DE,US,International,1
F,Lufthansa,1,4,CH,DE,International,1
C,Lufthansa,13,8,DE,GB,International,3
C,Lufthansa,4,3,DE,GB,International,1
M,Scandinavian Airlines (SAS),3,33,SE,SE,Domestic,1
M,Travelstart,14,56,ZA,ZA,Domestic,1
C,FreeNow,1,0,IT,IT,Domestic,1
E,Scandinavian Airlines (SAS),13,42,NO,IT,International,2
M,Scandinavian Airlines (SAS),3,27,SE,IT,International,1
M,Lufthansa,3,21,DE,DE,Domestic,1
E,Travelstart,3,8,ZA,ZA,Domestic,1
E,Lufthansa,8,4,DE,IT,International,2
S,Scandinavian Airlines (SAS),12,13,DK,US,International,1
M,Lufthansa,2,1,DE,DK,International,1
S,Scandinavian Airlines (SAS),8,3,CH,US,International,4
I,Scandinavian Airlines (SAS),2,5,SE,DE,International,1
C,Scandinavian Airlines (SAS),5,0,DK,IT,International,1
E,Lufthansa,2,21,GB,DE,International,1
M,Lufthansa,2,26,DE,GB,International,1
C,Scandinavian Airlines (SAS),3,41,SE,IT,International,1
E,Lufthansa,2,9,DE,DE,Domestic,1
F,Lufthansa,8,22,DE,US,International,1
C,Lufthansa,2,5,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),4,6,SE,IT,International,1
C,Scandinavian Airlines (SAS),7,69,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),4,220,DK,NO,International,1
M,Lufthansa,2,3,DE,ES,International,2
C,Lufthansa,1,21,DE,DE,Domestic,3
C,Scandinavian Airlines (SAS),4,62,SE,SE,Domestic,1
C,Lufthansa,7,2,FR,US,International,2
C,Lufthansa,1,8,NO,DE,International,1
C,Lufthansa,10,14,DE,FR,International,1
E,Scandinavian Airlines (SAS),7,219,SE,IT,International,2
I,Lufthansa,1,5,DE,DE,Domestic,2
C,Lufthansa,3,23,US,DE,International,1
C,Scandinavian Airlines (SAS),4,83,SE,NO,International,1
C,Lufthansa,3,3,DE,DE,Domestic,2
E,Scandinavian Airlines (SAS),7,1,NO,NO,Domestic,2
C,Lufthansa,5,58,DE,IT,International,4
M,Travelstart,2,3,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),12,1,NO,FR,International,1
F,Scandinavian Airlines (SAS),9,19,SE,SE,Domestic,1
M,Scandinavian Airlines (SAS),6,14,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),17,87,SE,US,International,2
C,Scandinavian Airlines (SAS),2,8,GB,DK,International,2
C,Scandinavian Airlines (SAS),5,67,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),2,5,DK,NO,International,1
I,Scandinavian Airlines (SAS),11,48,NO,US,International,1
F,Scandinavian Airlines (SAS),7,16,NO,IT,International,3
C,Lufthansa,2,2,DE,DE,Domestic,1
M,Lufthansa,2,9,DE,IT,International,1
C,Scandinavian Airlines (SAS),19,11,SE,DE,International,1
E,Lufthansa,3,3,GB,IT,International,1
M,Travelstart,3,3,ZA,ZA,Domestic,1
F,Scandinavian Airlines (SAS),11,58,SE,US,International,2
E,Lufthansa,8,4,DE,IT,International,1
E,Scandinavian Airlines (SAS),2,31,GB,NO,International,1
I,Lufthansa,7,55,DE,ES,International,3
C,Lufthansa,2,18,DE,IT,International,2
C,Lufthansa,13,174,DE,IT,International,2
I,Scandinavian Airlines (SAS),6,10,NO,GB,International,1
E,Lufthansa,7,62,DE,IT,International,1
I,Scandinavian Airlines (SAS),15,11,DK,IT,International,1
C,Scandinavian Airlines (SAS),1,11,NO,NO,Domestic,1
C,Lufthansa,8,14,GB,DE,International,1
medium car,Lufthansa,16,35,DE,US,International,3
C,Lufthansa,3,18,FR,DE,International,4
E,Scandinavian Airlines (SAS),8,58,DK,FR,International,2
I,Scandinavian Airlines (SAS),7,121,GB,SE,International,2
I,Lufthansa,3,3,SE,DE,International,1
C,Scandinavian Airlines (SAS),5,18,NO,NO,Domestic,1
S,Travelstart,1,1,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),1,1,SE,DK,International,1
C,Lufthansa,4,20,IT,DE,International,1
M,Scandinavian Airlines (SAS),1,17,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),2,49,SE,SE,Domestic,1
M,Lufthansa,1,2,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),1,12,NO,DK,International,1
C,Lufthansa,14,19,DE,ES,International,2
S,Travelstart,5,14,ZA,ZA,Domestic,1
M,Travelstart,2,1,ZA,ZA,Domestic,1
E,Lufthansa,16,180,DE,ES,International,1
C,Scandinavian Airlines (SAS),2,0,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),1,12,DK,NO,International,2
C,Lufthansa,11,89,US,DE,International,3
I,Scandinavian Airlines (SAS),9,6,NO,GB,International,2
E,Lufthansa,15,132,DE,ZA,International,1
S,Scandinavian Airlines (SAS),9,204,DK,US,International,1
I,Lufthansa,11,118,DE,US,International,4
C,Scandinavian Airlines (SAS),12,1,SE,IT,International,1
E,Scandinavian Airlines (SAS),8,0,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),1,31,NO,ES,International,4
C,Scandinavian Airlines (SAS),3,36,US,DK,International,1
E,Scandinavian Airlines (SAS),3,49,SE,IT,International,1
C,Lufthansa,8,107,NO,DE,International,2
F,Scandinavian Airlines (SAS),9,190,SE,US,International,1
medium car,Lufthansa,8,47,US,DE,International,3
C,Lufthansa,9,84,DE,NO,International,2
F,Lufthansa,21,12,US,DE,International,4
M,Travelstart,7,7,ZA,ZA,Domestic,1
S,Lufthansa,3,14,DE,GB,International,4
C,Scandinavian Airlines (SAS),4,38,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),7,13,SE,IT,International,1
I,Lufthansa,8,3,DE,ES,International,4
M,Scandinavian Airlines (SAS),4,1,NO,ES,International,1
I,Lufthansa,7,0,DE,US,International,1
M,Lufthansa,1,7,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),5,1,DK,US,International,1
E,Lufthansa,6,5,DE,FR,International,1
M,Lufthansa,7,26,DE,ES,International,1
C,Scandinavian Airlines (SAS),3,6,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),14,135,NO,ZA,International,1
C,Scandinavian Airlines (SAS),2,36,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),14,28,NO,NO,Domestic,2
medium car,Scandinavian Airlines (SAS),8,0,SE,US,International,1
C,Scandinavian Airlines (SAS),7,33,SE,ES,International,1
medium car,Scandinavian Airlines (SAS),7,2,GB,SE,International,4
E,Lufthansa,3,12,DK,ES,International,1
F,Scandinavian Airlines (SAS),2,2,NO,US,International,1
large car,Lufthansa,11,18,NO,DE,International,3
C,FreeNow,6,1,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),2,14,SE,SE,Domestic,1
C,Lufthansa,4,173,DE,FR,International,2
F,Lufthansa,2,1,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),5,12,SE,US,International,1
E,Travelstart,2,0,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),7,44,SE,GB,International,1
C,Lufthansa,2,87,DE,SE,International,2
C,Lufthansa,3,93,DE,FR,International,2
medium car,Lufthansa,29,14,DE,US,International,2
E,Scandinavian Airlines (SAS),2,1,NO,DE,International,2
F,Scandinavian Airlines (SAS),3,40,DK,GB,International,1
S,Scandinavian Airlines (SAS),1,36,NO,DK,International,1
I,Scandinavian Airlines (SAS),21,115,DK,US,International,2
F,Scandinavian Airlines (SAS),4,36,DK,ES,International,2
I,Scandinavian Airlines (SAS),11,4,SE,ES,International,1
C,Travelstart,1,7,ZA,ZA,Domestic,1
C,Lufthansa,4,1,IT,DE,International,4
I,Scandinavian Airlines (SAS),6,32,SE,SE,Domestic,1
F,Lufthansa,5,15,CH,DE,International,1
C,Lufthansa,2,26,DE,DE,Domestic,1
M,Travelstart,4,1,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),1,44,NO,NO,Domestic,1
M,Lufthansa,1,8,DE,DK,International,1
C,Scandinavian Airlines (SAS),11,53,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),19,276,SE,ES,International,1
I,Lufthansa,15,344,CH,US,International,4
E,Lufthansa,6,322,DE,ZA,International,2
C,Scandinavian Airlines (SAS),7,82,SE,ES,International,2
C,Scandinavian Airlines (SAS),1,2,SE,SE,Domestic,1
C,Lufthansa,2,20,NO,DE,International,1
C,Scandinavian Airlines (SAS),7,26,SE,SE,Domestic,1
C,Lufthansa,1,2,GB,NO,International,1
C,Lufthansa,1,5,DE,DE,Domestic,1
E,Travelstart,9,3,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),6,10,NO,US,International,1
C,Scandinavian Airlines (SAS),2,2,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),11,11,DE,US,International,2
M,Travelstart,4,12,ZA,ZA,Domestic,1
I,Lufthansa,29,3,US,IT,International,1
I,Scandinavian Airlines (SAS),2,20,SE,SE,Domestic,1
E,Lufthansa,2,16,DE,IT,International,2
S,Scandinavian Airlines (SAS),3,14,DK,DK,Domestic,1
C,Lufthansa,20,10,US,GB,International,1
E,Travelstart,4,9,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),1,26,SE,SE,Domestic,1
E,Lufthansa,5,281,DE,ZA,International,2
M,Scandinavian Airlines (SAS),3,45,DK,FR,International,2
E,Scandinavian Airlines (SAS),2,13,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),16,105,CH,NO,International,1
C,Lufthansa,7,8,US,IT,International,2
I,Scandinavian Airlines (SAS),2,10,NO,NO,Domestic,1
C,Lufthansa,2,24,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),5,9,SE,SE,Domestic,1
M,Travelstart,2,2,ZA,ZA,Domestic,1
E,Lufthansa,4,4,DE,ES,International,1
C,Scandinavian Airlines (SAS),3,1,DK,DK,Domestic,1
E,Scandinavian Airlines (SAS),4,1,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,5,SE,NO,International,1
E,Scandinavian Airlines (SAS),4,5,NO,NO,Domestic,2
M,Scandinavian Airlines (SAS),13,4,US,DE,International,1
C,Scandinavian Airlines (SAS),3,37,SE,ES,International,1
C,Scandinavian Airlines (SAS),5,38,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,2
C,Scandinavian Airlines (SAS),4,64,NO,NO,Domestic,2
I,Lufthansa,7,98,DE,ES,International,3
F,Scandinavian Airlines (SAS),9,32,NO,US,International,1
I,Lufthansa,9,2,DE,IT,International,1
I,Scandinavian Airlines (SAS),7,6,SE,ES,International,1
E,Travelstart,8,5,ZA,ZA,Domestic,1
E,Travelstart,4,7,ZA,ZA,Domestic,1
C,Lufthansa,8,33,US,DE,International,2
S,Scandinavian Airlines (SAS),2,6,DK,SE,International,1
small car,Lufthansa,7,38,DE,DE,Domestic,1
C,Lufthansa,1,6,IT,FR,International,1
E,Lufthansa,14,9,FR,DE,International,1
C,Scandinavian Airlines (SAS),13,127,DK,ES,International,1
E,Travelstart,1,1,US,US,Domestic,1
M,Lufthansa,3,153,DE,DE,Domestic,1
E,Lufthansa,12,4,DE,FR,International,1
I,Scandinavian Airlines (SAS),7,145,SE,FR,International,1
S,Scandinavian Airlines (SAS),4,18,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),7,8,DK,US,International,1
I,Lufthansa,15,17,US,DE,International,1
I,TrenItalia,4,73,US,IT,International,1
I,Lufthansa,4,1,DE,US,International,1
C,Scandinavian Airlines (SAS),2,7,SE,SE,Domestic,1
C,Lufthansa,3,3,DE,DE,Domestic,1
E,Lufthansa,14,9,DE,ES,International,2
E,Travelstart,2,0,ZA,ZA,Domestic,1
C,Lufthansa,15,44,DE,GB,International,2
I,Lufthansa,12,2,IT,US,International,4
large car,Lufthansa,8,26,SE,ES,International,1
I,Lufthansa,4,52,GB,DE,International,5
M,Travelstart,2,70,ZA,ZA,Domestic,1
M,Scandinavian Airlines (SAS),2,20,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),3,15,SE,US,International,1
C,Lufthansa,16,1,DE,ES,International,1
C,Scandinavian Airlines (SAS),13,68,DK,FR,International,1
C,Lufthansa,4,0,DE,GB,International,1
C,Scandinavian Airlines (SAS),2,35,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),5,126,NO,NO,Domestic,1
C,Lufthansa,2,6,SE,IT,International,1
medium car,Scandinavian Airlines (SAS),5,61,NO,NO,Domestic,1
C,Lufthansa,2,3,FR,DE,International,1
medium car,Lufthansa,10,44,DE,ES,International,4
C,Lufthansa,7,49,DE,IT,International,4
E,Scandinavian Airlines (SAS),5,164,NO,IT,International,1
C,Scandinavian Airlines (SAS),3,8,SE,SE,Domestic,1
E,Lufthansa,15,90,DE,ES,International,2
M,Lufthansa,1,1,DE,DE,Domestic,1
F,Scandinavian Airlines (SAS),14,4,SE,US,International,4
C,Lufthansa,3,15,DE,FR,International,1
M,Travelstart,6,1,FR,FR,Domestic,1
medium car,Scandinavian Airlines (SAS),2,12,NO,NO,Domestic,1
M,Lufthansa,2,36,DE,DE,Domestic,2
S,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
E,Lufthansa,18,242,DE,ZA,International,2
S,Scandinavian Airlines (SAS),9,29,DK,US,International,1
E,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),3,80,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),11,21,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),7,16,CH,SE,International,1
I,Lufthansa,29,16,US,DE,International,1
I,Scandinavian Airlines (SAS),9,11,SE,US,International,2
S,Scandinavian Airlines (SAS),3,0,SE,SE,Domestic,3
E,Scandinavian Airlines (SAS),2,8,DK,DE,International,1
E,Travelstart,4,14,ZA,ZA,Domestic,1
F,Lufthansa,18,7,DE,US,International,2
medium car,FreeNow,2,0,DE,DE,Domestic,1
small car,Scandinavian Airlines (SAS),3,21,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),8,7,SE,ES,International,1
I,FreeNow,6,1,IT,IT,Domestic,1
C,Lufthansa,3,23,IT,DE,International,1
E,Scandinavian Airlines (SAS),5,50,NO,IT,International,2
I,Lufthansa,8,27,DE,US,International,1
C,Scandinavian Airlines (SAS),8,5,DK,ES,International,1
M,Travelstart,3,1,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),14,17,SE,ES,International,1
M,Travelstart,5,14,ZA,ZA,Domestic,1
M,TrenItalia,2,5,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),1,0,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),1,11,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),1,1,SE,IT,International,2
C,Scandinavian Airlines (SAS),4,6,NO,NO,Domestic,1
M,Lufthansa,2,6,IT,DE,International,1
C,Lufthansa,2,9,DE,DE,Domestic,1
E,TrenItalia,3,21,IT,IT,Domestic,1
C,Lufthansa,10,7,DE,US,International,3
I,Lufthansa,13,50,DE,ES,International,4
E,Scandinavian Airlines (SAS),4,18,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),4,6,NO,ES,International,1
S,Scandinavian Airlines (SAS),3,3,GB,NO,International,1
E,Scandinavian Airlines (SAS),2,6,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),7,120,NO,NO,Domestic,4
C,Scandinavian Airlines (SAS),4,151,NO,NO,Domestic,4
E,Lufthansa,7,74,DE,ES,International,3
C,Lufthansa,8,2,DE,DK,International,2
M,Lufthansa,2,6,IT,DE,International,1
C,Lufthansa,8,70,GB,DE,International,1
E,Scandinavian Airlines (SAS),1,7,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),4,14,DK,IT,International,1
C,Lufthansa,4,106,DE,FR,International,1
S,Scandinavian Airlines (SAS),1,4,SE,SE,Domestic,1
C,Lufthansa,2,7,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),14,73,DK,DK,Domestic,1
E,Scandinavian Airlines (SAS),7,20,SE,ES,International,1
M,Scandinavian Airlines (SAS),2,21,NO,GB,International,2
E,Scandinavian Airlines (SAS),4,8,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,7,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),10,50,DK,US,International,1
E,FreeNow,6,1,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),2,54,SE,DE,International,2
C,Scandinavian Airlines (SAS),6,26,US,DK,International,1
I,Scandinavian Airlines (SAS),6,1,DK,US,International,2
E,Travelstart,5,1,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),3,14,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),8,50,SE,GB,International,2
C,Lufthansa,3,1,DE,US,International,1
I,Scandinavian Airlines (SAS),15,232,DK,IT,International,4
M,Travelstart,8,16,ZA,ZA,Domestic,1
E,TrenItalia,7,18,US,IT,International,1
I,Scandinavian Airlines (SAS),6,74,SE,DK,International,1
M,TrenItalia,28,18,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),3,145,SE,SE,Domestic,2
C,Scandinavian Airlines (SAS),3,1,GB,NO,International,1
C,Lufthansa,7,91,DE,IT,International,4
C,Scandinavian Airlines (SAS),8,115,NO,NO,Domestic,1
F,Scandinavian Airlines (SAS),1,5,SE,SE,Domestic,1
E,Travelstart,5,64,ZA,ZA,Domestic,1
C,Lufthansa,3,39,DE,DK,International,2
large car,Lufthansa,2,12,FR,DE,International,1
C,Lufthansa,7,64,US,DE,International,4
E,TrenItalia,10,168,CH,IT,International,1
M,Lufthansa,3,12,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),6,0,NO,ES,International,2
medium car,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
S,Lufthansa,6,45,DE,US,International,1
M,Travelstart,1,3,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),4,2,NO,NO,Domestic,2
E,Scandinavian Airlines (SAS),4,0,DK,IT,International,1
C,Lufthansa,4,15,FR,DE,International,1
C,Lufthansa,5,29,DE,US,International,1
I,Lufthansa,4,123,DE,IT,International,2
E,Travelstart,3,42,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),3,1,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),2,30,NO,NO,Domestic,1
C,Lufthansa,9,117,DE,SE,International,3
M,Scandinavian Airlines (SAS),1,1,SE,ES,International,1
C,Scandinavian Airlines (SAS),3,0,SE,SE,Domestic,1
C,Travelstart,2,33,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),2,20,CH,DK,International,1
E,Travelstart,7,21,ZA,ZA,Domestic,1
C,Lufthansa,7,25,GB,DE,International,1
F,Scandinavian Airlines (SAS),3,21,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),9,66,SE,SE,Domestic,1
